"col_ID","Target","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","b","lstat","medv"
"A11",-0.393956378280396,0.0487240187226827,-0.476182302028777,-0.272329067679207,-0.264891913923083,0.13145937800384,0.91389482659217,1.21177995013946,-0.522484390766994,-0.576948012558189,-1.50374850599122,0.392639483296803,1.09184562358165,-0.819041108216568
"A12",-0.406444832236582,0.0487240187226827,-0.476182302028777,-0.272329067679207,-0.264891913923083,-0.392296700891706,0.508905088811725,1.15479204924914,-0.522484390766994,-0.576948012558189,-1.50374850599122,0.440615894999103,0.0863928644099817,-0.394994586295441
"A13",-0.40919898857825,0.0487240187226827,-0.476182302028777,-0.272329067679207,-0.264891913923083,-0.563086726618515,-1.05066065579894,0.786365269993214,-0.522484390766994,-0.576948012558189,-1.50374850599122,0.370513375616747,0.428078760284475,-0.0905509295315542
"A14",NA,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.477691713755111,-0.240681180238047,0.433325223977674,-0.637331090040713,-0.600681657073001,1.17530273870191,0.440615894999103,-0.615183503758548,-0.23189977017193
"A15",-0.345933610865746,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.26847393223977,0.565745753763366,0.31668998682215,-0.637331090040713,-0.600681657073001,1.17530273870191,0.255720500128139,-0.335113097304045,-0.471105500486412
"A16",-0.347162459853988,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.64136548840997,-0.428965882890359,0.334118786511107,-0.637331090040713,-0.600681657073001,1.17530273870191,0.426595391122632,-0.585776111080825,-0.286264708879767
"A17",-0.297573694722062,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.497617216756573,-1.39525718706826,0.334118786511107,-0.637331090040713,-0.600681657073001,1.17530273870191,0.330533032531497,-0.85044264518033,0.0616708988503893
"A18",-0.328932014267789,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.419338454965118,0.466274590097993,0.219810555308604,-0.637331090040713,-0.600681657073001,1.17530273870191,0.329437680666148,0.282442148928134,-0.547216414677384
"A19",-0.326780075311086,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-1.17935406944942,-1.1359216532264,0.000692076385318962,-0.637331090040713,-0.600681657073001,1.17530273870191,-0.741378302899343,-0.134862756689075,-0.253645745655065
"A20",-0.335721492121459,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.793653261349707,0.0328645198417273,0.000692076385318962,-0.637331090040713,-0.600681657073001,1.17530273870191,0.375442459010819,-0.192277190012249,-0.471105500486412
"A21",-0.274570850747281,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-1.01710354500895,1.04889140585232,0.0013569352290393,-0.637331090040713,-0.600681657073001,1.17530273870191,0.217930860773587,1.17166568942118,-0.971262936598512
"A22",-0.321045059172018,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.45491971032487,0.732715207058813,0.10317531815308,-0.637331090040713,-0.600681657073001,1.17530273870191,0.392749018483338,0.164812578217243,-0.318883672104469
"A23",NA,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.203004422377827,0.821528746045752,0.0863638873904352,-0.637331090040713,-0.600681657073001,1.17530273870191,0.440615894999103,0.849584721998502,-0.797295132733434
"A24",-0.305188605670955,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.671253742912161,1.11638969548239,0.14254445968481,-0.637331090040713,-0.600681657073001,1.17530273870191,0.41476559097686,1.01202555774211,-0.873406046924405
"A25",-0.332877816979322,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.513272969114863,0.906789743473214,0.287103768276592,-0.637331090040713,-0.600681657073001,1.17530273870191,0.412465352059626,0.510699530188554,-0.753803181767164
"A26",NA,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.975829288791636,0.608376252477097,0.313223222851322,-0.637331090040713,-0.600681657073001,1.17530273870191,-0.583319028729437,0.540106922866276,-0.93864397337381
"A27",-0.341986645572388,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.671253742912161,0.771793164213066,0.421215295038481,-0.637331090040713,-0.600681657073001,1.17530273870191,0.22132645155617,0.302047077379949,-0.64507330435149
"A28",-0.308985597908984,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.338213192744884,0.718505040820902,0.312653343842419,-0.637331090040713,-0.600681657073001,1.17530273870191,-0.550896613515097,0.64793402935126,-0.840787083699703
"A29",-0.330235268492783,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,0.299402903301869,0.917447368151647,0.313270712768731,-0.637331090040713,-0.600681657073001,1.17530273870191,0.342472367863804,0.0205763188931737,-0.449359525003278
"A30",-0.303558665953345,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,0.554164691677692,0.665216917428738,0.210834960918378,-0.637331090040713,-0.600681657073001,1.17530273870191,0.258020739045372,-0.0942525477531724,-0.166661843722526
"A31",-0.288635765657162,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.813578764351168,0.906789743473214,0.207985565873862,-0.637331090040713,-0.600681657073001,1.17530273870191,0.0382931548562998,1.39292131052024,-1.06911982627262
"A32",NA,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.302631937385132,1.11638969548239,0.180441413776874,-0.637331090040713,-0.600681657073001,1.17530273870191,0.219683423758146,0.0541847676677138,-0.873406046924405
"A33",-0.258736486300879,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.476268463540721,0.476932214776426,0.092585066570962,-0.637331090040713,-0.600681657073001,1.17530273870191,-1.35904721976982,2.10850119901149,-1.01475488756478
"A34",-0.286204807062637,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.83065776692385,0.938762617508513,-0.00372448593368097,-0.637331090040713,-0.600681657073001,1.17530273870191,0.0229582287414091,0.797771696804419,-1.02562787530635
"A35",-0.232598159146073,-0.487240187226826,-0.436825726306497,-0.272329067679207,-0.144074854732451,-0.26847393223977,1.00626090713859,-0.0167367233036377,-0.637331090040713,-0.600681657073001,1.17530273870191,-1.18696744172344,1.07644175122665,-0.982135924340079
"A36",-0.41264139335988,-0.487240187226826,-0.754593633990089,-0.272329067679207,-0.480636662477784,-0.500463717185353,-0.0133185204314813,-0.206458943350999,-0.522484390766994,-0.766817168676684,0.34387304207301,0.440615894999103,-0.416333515175851,-0.394994586295441
"A37",-0.408773483630572,-0.487240187226826,-0.754593633990089,-0.272329067679207,-0.480636662477784,-0.631402736909239,-0.254891346475958,-0.198100717887085,-0.522484390766994,-0.766817168676684,0.34387304207301,0.228774844240546,-0.174072613592706,-0.2753917211382
"A38",-0.410784750186539,-0.487240187226826,-0.754593633990089,-0.272329067679207,-0.480636662477784,-0.618593484979729,-0.961847116811998,0.0660856926569626,-0.522484390766994,-0.766817168676684,0.34387304207301,0.440615894999103,-0.54376555011265,-0.166661843722526
"A39",-0.399750686092501,-0.487240187226826,-0.754593633990089,-0.272329067679207,-0.480636662477784,-0.45349646011048,-1.36328431303297,0.0248169544288884,-0.522484390766994,-0.766817168676684,0.34387304207301,0.402607185271482,-0.353317673723587,0.235638702715467
"A40",-0.416889467345721,2.72854504847023,-1.19334657074587,-0.272329067679207,-1.09335174837313,0.441727924740876,-1.66169780402908,0.762715291123731,-0.752177789314431,-0.927019269151665,-0.0718418062414399,0.426704926309167,-1.16692220447392,0.898890954951077
"A41",-0.416196568578463,2.72854504847023,-1.19334657074587,-0.272329067679207,-1.09335174837313,1.05230226671422,-1.87485029759774,0.762715291123731,-0.752177789314431,-0.927019269151665,-0.0718418062414399,0.426595391122632,-1.49460458002569,1.34468345235534
"A42",-0.405285738157796,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,0.690796712259138,-2.33312815877035,0.914588046996437,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.314759965670467,-1.09410389879575,0.442225469805248
"A43",NA,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-0.164576666589296,-2.20168412106968,0.914588046996437,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.292414787617341,-0.958269751665314,0.300876629164872
"A44",-0.401574776974763,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-0.104800157584912,-2.20523666262915,0.914588046996437,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.41388930948458,-0.730012370404894,0.235638702715467
"A45",-0.405837964524319,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-0.306901688028303,-1.01513524020416,0.914588046996437,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.358354969911369,-0.434538091595393,-0.144915868239391
"A46",-0.400172703294707,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-0.85769952099726,-1.23539281689177,0.619913109476067,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.440615894999103,-0.342114857465407,-0.351502635329171
"A47",-0.398203289684413,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-0.709681498700694,-1.25315552468916,0.619913109476067,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.440615894999103,0.209623843249963,-0.2753917211382
"A48",-0.393447167441371,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-0.362408446389515,0.601271169358142,0.899628723012728,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.395049257400572,0.860787538256682,-0.64507330435149
"A49",-0.390587216153695,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-1.26047933166965,0.949420242186945,0.985395513852661,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.440615894999103,2.54261032901597,-0.884279034665973
"A50",-0.394551620174416,-0.487240187226826,-0.616116793485772,-0.272329067679207,-0.920755949529372,-0.971559538148466,-0.233576097119092,1.08878106405119,-0.752177789314431,-1.03975408059702,-0.256603961047863,0.440615894999103,0.496696009865828,-0.340629647587604
"A51",-0.409786092399501,0.413179678768349,-0.801238464475754,-0.272329067679207,-0.998424059009064,-0.45776621075365,-0.812640371313939,1.43403276361171,-0.637331090040713,-0.980419969309991,-0.764699886765524,0.425938180003422,0.111599200990887,-0.308010684362902
"A52",-0.415059563554338,0.413179678768349,-0.801238464475754,-0.272329067679207,-0.998424059009064,-0.241432178166359,-0.198050681524316,1.43403276361171,-0.637331090040713,-0.980419969309991,-0.764699886765524,0.408522085344369,-0.451342315982664,-0.221026782430363
"A53",-0.413870242348121,0.413179678768349,-0.801238464475754,-0.272329067679207,-0.998424059009064,0.32217490673211,-1.68656559494543,1.43403276361171,-0.637331090040713,-0.980419969309991,-0.764699886765524,0.440615894999103,-1.03248840937576,0.268257665940169
"A54",-0.414310860859515,0.413179678768349,-0.801238464475754,-0.272329067679207,-0.998424059009064,-0.407952453249997,-1.67590797026699,1.43403276361171,-0.637331090040713,-0.980419969309991,-0.764699886765524,0.440615894999103,-0.591377519209915,0.0942898620750912
"A55",-0.418520569645156,2.72854504847023,-1.04029322071479,-0.272329067679207,-1.24868796733252,-0.564509976832906,-0.745142081683865,1.67385684652515,-0.752177789314431,0.360530945776881,1.22149327740352,0.440615894999103,0.300646725347676,-0.394994586295441
"A56",-0.418577536154544,3.37170209560964,-1.445520185559,-0.272329067679207,-1.30909649692783,1.37253356495198,-1.65814526246961,2.32774551932418,-0.522484390766994,-1.08128795849794,-0.256603961047863,0.429990981905215,-1.09830495489256,1.39904839106318
"A57",-0.417712575277296,3.15731641322984,-1.5154874312875,-0.272329067679207,-1.24868796733252,0.13999887929018,-1.1678945272617,2.56092101380041,-0.867024488588149,-0.565081190300783,-0.533747193257496,0.440615894999103,-0.963871159794404,0.235638702715467
"A58",-0.418436863753809,3.80047346036925,-1.43094367603223,-0.272329067679207,-1.24005817739033,0.756266222121082,-0.997372532406774,2.151178006399,-0.522484390766994,-0.903285624636853,-1.54993904469282,0.39680182038513,-1.218735229668,0.985874856883616
"A59",-0.402145604650473,0.584688224672192,-0.875578663062282,-0.272329067679207,-0.877606999818432,-0.198734671734658,-1.39880972862774,1.90897942761513,-0.17794429294584,-0.73715011303317,0.574825735581038,0.372485008974376,-0.8112327882767,0.083416874333524
"A60",-0.408094535845205,0.584688224672192,-0.875578663062282,-0.272329067679207,-0.877606999818432,-0.509003218471693,-0.759352247921775,1.489738436732,-0.17794429294584,-0.73715011303317,0.574825735581038,0.440615894999103,-0.480749708660386,-0.318883672104469
"A61",-0.402742009126318,0.584688224672192,-0.875578663062282,-0.272329067679207,-0.877606999818432,-0.773727758348247,-0.0843693516210331,1.62907385440884,-0.17794429294584,-0.73715011303317,0.574825735581038,0.421009096609351,0.0695886400227116,-0.416740561778575
"A62",-0.400138988421803,0.584688224672192,-0.875578663062282,-0.272329067679207,-0.877606999818432,-0.45349646011048,0.881921952556872,1.43583738047324,-0.17794429294584,-0.73715011303317,0.574825735581038,0.234470673940362,0.250234052185866,-0.710311230800895
"A63",-0.407281891150048,0.584688224672192,-0.875578663062282,-0.272329067679207,-0.877606999818432,0.243896144940656,-0.0275286866693919,1.62912134432625,-0.17794429294584,-0.73715011303317,0.574825735581038,0.440615894999103,-0.829437364696242,-0.0361859908237173
"A64",-0.405395020849276,0.584688224672192,-0.875578663062282,-0.272329067679207,-0.877606999818432,0.679410710544017,-0.894348827181924,1.98786018043082,-0.17794429294584,-0.73715011303317,0.574825735581038,0.426157250376492,-0.441539851756756,0.268257665940169
"A65",-0.417833483787019,0.263109701102486,-1.42219777031617,-0.272329067679207,-1.19604624868517,1.16616228386542,-0.322389636106032,2.57768495464564,-0.752177789314431,-1.14062206978497,0.0667298098633773,0.400526016727318,-0.64459089643627,1.13809668526556
"A66",-0.415934987668005,2.94293073085003,-1.13212523073344,-0.272329067679207,-1.35224544663877,0.00763660935190372,-1.80379946640819,1.33753325143744,-0.637331090040713,-0.422679323211912,-1.08803365767676,0.440615894999103,-1.11790988334438,0.105162849816659
"A67",-0.415010735117719,2.94293073085003,-1.13212523073344,-0.272329067679207,-1.35224544663877,-0.708258248486303,-1.33131143899767,1.33753325143744,-0.637331090040713,-0.422679323211912,-1.08803365767676,0.440615894999103,-0.33791380136859,-0.340629647587604
"A68",-0.413371494745514,0.0487240187226827,-0.738559473510642,-0.272329067679207,-1.2573177572747,-0.578742478976806,-1.67590797026699,1.28363219517868,-0.637331090040713,-0.375212034182288,0.205301425968193,0.433057967128193,-0.637589136274908,-0.057931966306852
"A69",-0.404344046880146,0.0487240187226827,-0.738559473510642,-0.272329067679207,-1.2573177572747,-0.982945539863587,-1.12881657010744,1.28363219517868,-0.637331090040713,-0.375212034182288,0.205301425968193,0.440615894999103,0.0611865278290765,-0.558089402418951
"A70",-0.405202032266449,0.0487240187226827,-0.738559473510642,-0.272329067679207,-1.2573177572747,-0.568779727476076,-1.26381314936759,1.28363219517868,-0.637331090040713,-0.375212034182288,0.205301425968193,0.440615894999103,-0.540964846048104,-0.177534831464093
"A71",-0.409840733745241,-0.487240187226826,-0.0476329219417316,-0.272329067679207,-1.22279859750595,0.188389386579443,-2.20168412106968,0.708671765112743,-0.637331090040713,-0.612548479330407,0.34387304207301,0.296358054332599,-0.830837716728515,0.18127376400763
"A72",-0.401644531884218,-0.487240187226826,-0.0476329219417316,-0.272329067679207,-1.22279859750595,-0.46061271118243,-1.81445709108662,0.708671765112743,-0.637331090040713,-0.612548479330407,0.34387304207301,0.22198366267538,-0.3883264745304,-0.0905509295315542
"A73",-0.409447781088642,-0.487240187226826,-0.0476329219417316,-0.272329067679207,-1.22279859750595,-0.312594688885862,-2.15905362235595,0.708671765112743,-0.637331090040713,-0.612548479330407,0.34387304207301,0.375004318264679,-0.998879960601216,0.0290519356256871
"A74",-0.397385994661959,-0.487240187226826,-0.0476329219417316,-0.272329067679207,-1.22279859750595,-0.0564096502956495,-2.21589428730759,0.708671765112743,-0.637331090040713,-0.612548479330407,0.34387304207301,0.224502971965683,-0.716008850082169,0.0942898620750912
"A75",-0.410921934841802,-0.487240187226826,0.246812570499028,-0.272329067679207,-1.01568363889344,-0.016558644292728,-2.22299937042654,0.216771200594454,-0.522484390766994,-0.0607412443610304,0.112920348564982,0.418927928065187,-0.82243560453488,0.170400776266063
"A76",-0.4090432026138,-0.487240187226826,0.246812570499028,-0.272329067679207,-1.01568363889344,0.00194360849434279,-0.837508162230282,0.336018383207451,-0.522484390766994,-0.0607412443610304,0.112920348564982,0.290881295005852,-0.519959565564017,-0.123169892756256
"A77",-0.40829798766445,-0.487240187226826,0.246812570499028,-0.272329067679207,-1.01568363889344,-0.00801914300638726,0.210491597815607,0.122123795199112,-0.522484390766994,-0.0607412443610304,0.112920348564982,0.186056121491923,-0.0956528997854449,-0.2753917211382
"A78",NA,-0.487240187226826,0.246812570499028,-0.272329067679207,-1.01568363889344,-0.205850922806608,-0.809087829754462,0.140312433566606,-0.522484390766994,-0.0607412443610304,0.112920348564982,0.331737919583381,-0.333712745271772,-0.18840781920566
"A79",-0.413537743946383,-0.487240187226826,0.246812570499028,-0.272329067679207,-1.01568363889344,-0.0749119030827203,-0.528437046555732,0.578929310752445,-0.522484390766994,-0.0607412443610304,0.112920348564982,0.325603949137425,-0.043839874591362,-0.144915868239391
"A80",-0.410351107166091,-0.487240187226826,0.246812570499028,-0.272329067679207,-1.01568363889344,-0.584435479834367,-1.1359216532264,0.336018383207451,-0.522484390766994,-0.0607412443610304,0.112920348564982,0.431414939330169,-0.497553933047656,-0.242772757913497
"A81",NA,0.584688224672192,-0.914935238784562,-0.272329067679207,-1.11061132825751,0.629596953040366,-1.24605044157021,0.762525331454096,-0.637331090040713,-0.754950346419278,0.251491964669799,0.440615894999103,-1.03108805734348,0.594447298187191
"A82",-0.414914240826306,0.584688224672192,-0.914935238784562,-0.272329067679207,-1.11061132825751,0.475885929886237,0.0648373938770258,0.762525331454096,-0.637331090040713,-0.754950346419278,0.251491964669799,0.426704926309167,-0.760820115114889,0.148654800782928
"A83",-0.415847794031185,0.584688224672192,-0.914935238784562,-0.272329067679207,-1.11061132825751,0.024715611924584,-1.29223348184341,0.762525331454096,-0.637331090040713,-0.754950346419278,0.251491964669799,0.440615894999103,-0.830837716728515,0.246511690457035
"A84",-0.415973352868205,0.584688224672192,-0.914935238784562,-0.272329067679207,-1.11061132825751,-0.167423167018076,-0.777114955719163,0.762525331454096,-0.637331090040713,-0.754950346419278,0.251491964669799,0.372046868228236,-0.720209906178986,0.0399249233672543
"A85",-0.414220179477223,-0.487240187226826,-0.968868324033612,-0.272329067679207,-0.912126159587184,0.148538380576521,-0.730931915445955,0.467470474594458,-0.752177789314431,-0.95668632479518,0.020539271161771,0.440615894999103,-0.424735627369486,0.148654800782928
"A86",-0.413434274164024,-0.487240187226826,-0.968868324033612,-0.272329067679207,-0.912126159587184,0.491541682244528,-0.44317604912827,0.305197426809269,-0.752177789314431,-0.95668632479518,0.020539271161771,0.390229709193035,-0.857444405341692,0.442225469805248
"A87",-0.414070206421894,-0.487240187226826,-0.968868324033612,-0.272329067679207,-0.912126159587184,-0.383757199605367,-0.833955620670805,0.300210985481366,-0.752177789314431,-0.95668632479518,0.020539271161771,0.430648193024424,0.0289784310868086,-0.00356702759901507
"A88",-0.411788058300874,-0.487240187226826,-0.968868324033612,-0.272329067679207,-0.912126159587184,-0.232892676880018,-0.418308258211927,-0.022530493227487,-0.752177789314431,-0.95668632479518,0.020539271161771,0.42144723735549,-0.589977167177642,-0.0361859908237173
"A89",-0.413521467800844,-0.487240187226826,-1.12629462692273,-0.272329067679207,-0.566934561899664,1.02810701306959,0.629691501833962,-0.177300134062118,-0.867024488588149,-0.820217868835011,-0.302794499749468,0.440615894999103,-1.00168066466576,0.116035837558226
"A90",NA,-0.487240187226826,-1.12629462692273,-0.272329067679207,-0.566934561899664,1.13058102850567,-0.194498139964838,-0.180719408115537,-0.867024488588149,-0.820217868835011,-0.302794499749468,0.431414939330169,-0.973673624020311,0.670558212378162
"A91",NA,-0.487240187226826,-1.12629462692273,-0.272329067679207,-0.566934561899664,0.188389386579443,-0.087921893180511,-0.333731922006049,-0.867024488588149,-0.820217868835011,-0.302794499749468,0.388915286954616,-0.538164141983559,0.00730596014255246
"A92",-0.415530409193163,-0.487240187226826,-1.12629462692273,-0.272329067679207,-0.566934561899664,0.171310384006762,0.189176348458741,-0.333826901840867,-0.867024488588149,-0.820217868835011,-0.302794499749468,0.403921607509901,-0.623585615952183,-0.057931966306852
"A93",-0.415215349518789,0.713319634100074,0.56895343104065,-0.272329067679207,-0.782679310454364,0.223970641939195,-0.531989588115209,-0.0613297557503139,-0.637331090040713,-0.820217868835011,-0.118032344943046,0.419913744744001,-0.629187024081273,0.0399249233672543
"A94",-0.416759258181404,0.713319634100074,0.56895343104065,-0.272329067679207,-0.782679310454364,-0.104800157584912,-1.40946735330617,-0.0613297557503139,-0.637331090040713,-0.820217868835011,-0.118032344943046,0.434372389366612,-0.902255670374413,0.268257665940169
"A95",-0.415109554572781,0.713319634100074,0.56895343104065,-0.272329067679207,-0.782679310454364,-0.0507166494380898,0.309962761480979,-0.0855021237112918,-0.637331090040713,-0.820217868835011,-0.118032344943046,0.440615894999103,-0.288901480239052,-0.210153794688795
"A96",-0.405913532342896,-0.487240187226826,-1.20209247646194,-0.272329067679207,-0.946645319355936,0.484425431172578,-0.382782842617151,-0.142395044766796,-0.867024488588149,-0.784617402062793,-0.210413422346257,0.0143049490051499,-0.840640180954422,0.63793924915346
"A97",-0.406727339619877,-0.487240187226826,-1.20209247646194,-0.272329067679207,-0.946645319355936,-0.173116167875635,0.0364170614012047,-0.142395044766796,-0.867024488588149,-0.784617402062793,-0.210413422346257,0.385081555425893,-0.183875077818613,-0.123169892756256
"A98",-0.406054204743631,-0.487240187226826,-1.20209247646194,-0.272329067679207,-0.946645319355936,2.53959874075184,0.263779721207771,-0.142395044766796,-0.867024488588149,-0.784617402062793,-0.210413422346257,0.440615894999103,-1.18232607682892,1.7578569865349
"A99",-0.410583623530942,-0.487240187226826,-1.20209247646194,-0.272329067679207,-0.946645319355936,2.18520943736872,-1.12526402854797,-0.142395044766796,-0.867024488588149,-0.784617402062793,-0.210413422346257,0.403702537136831,-1.27194860689436,2.31237936135484
"A100",-0.412126369611733,-0.487240187226826,-1.20209247646194,-0.272329067679207,-0.946645319355936,1.61021635075513,-0.215813389321704,-0.142395044766796,-0.867024488588149,-0.784617402062793,-0.210413422346257,0.440615894999103,-0.905056374438958,1.15984266074869
"A101",-0.402818739526719,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,0.629596953040366,0.402328842027397,-0.4830877122561,-0.522484390766994,-0.143809000162872,1.12911220000031,0.417175365080628,-0.452742668014936,0.540082359479354
"A102",-0.406811045511223,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,0.706452464617429,0.0968102679123238,-0.445903106925165,-0.522484390766994,-0.143809000162872,1.12911220000031,0.426157250376492,-0.697804273662626,0.43135248206368
"A103",-0.393506459114408,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,0.171310384006762,0.597718627798664,-0.513053850140927,-0.522484390766994,-0.143809000162872,1.12911220000031,-3.13132653790501,-0.283300072109962,-0.427613549520143
"A104",-0.395500286943011,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,-0.210120673449778,0.668769458988216,-0.513053850140927,-0.522484390766994,-0.143809000162872,1.12911220000031,0.413998844671115,0.110198848958614,-0.351502635329171
"A105",-0.403872038659497,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,-0.167423167018076,0.761135539534633,-0.652531737569988,-0.522484390766994,-0.143809000162872,1.12911220000031,0.394501581467897,-0.0452402266236345,-0.264518733396632
"A106",-0.40468352077283,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,-0.617170234765338,0.999155824019632,-0.801697568150404,-0.522484390766994,-0.143809000162872,1.12911220000031,0.409398366836648,0.534505514737186,-0.329756659846036
"A107",-0.40019828009484,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,-0.638518987981189,0.828633829164708,-0.75226056412805,-0.522484390766994,-0.143809000162872,1.12911220000031,0.427143067055307,0.841182609804867,-0.329756659846036
"A108",-0.404852095137347,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,-0.224353175593679,0.590613544679709,-0.794336630952071,-0.522484390766994,-0.143809000162872,1.12911220000031,0.339733988200431,0.201221731056328,-0.23189977017193
"A109",NA,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,0.269514648799677,1.01336599025754,-0.646880437398364,-0.522484390766994,-0.143809000162872,1.12911220000031,0.422433054034305,-0.0536423388172697,-0.297137696621334
"A110",-0.389452536293218,-0.487240187226826,-0.375604386294062,-0.272329067679207,-0.299411073691835,-0.0791816537258906,0.803766038248364,-0.593596750065914,-0.522484390766994,-0.143809000162872,1.12911220000031,0.378509444233797,0.405673127768115,-0.340629647587604
