"col_ID","Target","Genre","Gross","Budget","Screens","Sequel","Sentiment","Views","Likes","Dislikes","Comments"
"A19",1.4750129817759,1.60340792024888,1.73148437222529,2.16212172745845,1.08394363343773,-0.371476728947087,3.74322096203286,0.218831500410494,0.0496249492156814,-0.113392238226817,-0.149172574958752
"A20",0.160241837735229,-0.569659267624277,-0.522660540785258,-0.714958607823901,-0.269792977072109,-0.371476728947087,-0.544468503568416,-0.52419743875916,-0.288929638014071,-0.299094083484196,-0.221980487355119
"A21",0.0591055958859474,0.637600281194145,-0.244829306497032,-0.143231105299845,0.940047997852058,-0.371476728947087,-0.687391485755126,0.945421670709176,0.206673480457519,1.01368129878983,0.108735453183766
"A22",NA,-0.569659267624277,-0.479917273971685,-0.807172721134233,-1.004638650063,-0.371476728947087,0.884761318298677,-0.452546467599053,-0.283101461904368,-0.379484492686524,-0.303749373584886
"A23",-0.749984338908311,-1.05256308715165,-0.537283237326744,-0.364544977244641,0.305789565270566,-0.371476728947087,-0.401545521381707,-0.360046499178367,-0.21160222998711,-0.340897096269407,-0.165414340031787
"A24",NA,-0.569659267624277,-0.744588081372574,-0.751844253148034,-1.20651165338464,-0.371476728947087,-0.115699557008288,0.151934354222244,-0.122479703642891,-0.180920181956773,-0.189216926776754
"A25",0.564786805132359,-0.569659267624277,-0.765511585371505,-0.862501189120432,-0.000163290974690662,-0.371476728947087,0.0272234251784208,-0.821467004663097,-0.441676420222556,-0.545892639735345,-0.511251923914534
"A26",0.261378079584512,0.87905219095783,-0.693971054882816,-0.825615543796299,-1.27636390366895,-0.371476728947087,0.0272234251784208,-0.179636569325444,-0.111378415814883,-0.0973141563863513,0.131697948631851
"A27",1.37387673992662,-1.05256308715165,2.15891704036102,2.25433584076878,1.20758211644095,0.662392239568299,0.313069389551839,-0.654515863774564,-0.340481243365379,-0.492834969661808,-0.276866452084689
"A28",1.27274049807734,-1.05256308715165,1.58525740681043,2.25433584076878,1.2278392690234,0.662392239568299,-0.973237450128544,-0.43828543603391,-0.206780108086819,-0.39556257452699,-0.262304869605415
"A29",NA,1.12050410072151,-0.422551310616626,-0.327659331920508,-1.47544281697922,-0.371476728947087,-0.401545521381707,-0.7199195840437,-0.394946936771539,-0.488011545109668,-0.465886993882951
"A30",-2.46930045034611,2.32776364953994,-0.587900263816502,-0.751844253148034,0.233841747477732,-0.371476728947087,-0.401545521381707,-0.414125054421287,-0.312381108550736,-0.0788243622698157,-0.307109738772411
"A31",0.362514321433794,-0.811111177387962,0.932860176497999,0.68669591449314,1.20618507143526,-0.371476728947087,-0.973237450128544,-0.720219510608723,-0.323759928574443,-0.423699217747805,-0.23486188724063
"A32",-0.0420306459633345,-0.569659267624277,-0.293196687365023,-0.21700239594811,0.815012469843152,0.662392239568299,-0.544468503568416,-0.737824512782421,-0.399040536658116,-0.442189011864341,-0.447404985351565
"A33",NA,-1.05256308715165,-0.136846316652215,0.410053574562145,-0.000163290974690662,-0.371476728947087,-0.401545521381707,1.20525716484009,0.475081805224052,0.532946651759905,0.966748697731729
"A34",0.362514321433794,-0.569659267624277,-0.441673298401646,-0.382987799906707,0.399391580651535,-0.371476728947087,-0.401545521381707,-0.707192988312327,-0.398416089217791,-0.422895313655782,-0.447685015783859
"A35",-0.648848097059029,0.637600281194145,0.203974995045487,-0.235445218610177,0.659940474211994,1.69626120808369,-0.401545521381707,-0.0943962424996923,-0.174655756434524,-0.187351414692959,-0.197057778880978
"A36",NA,-0.811111177387962,-0.328066194502412,-0.641187317175636,0.713028184428066,-0.371476728947087,-0.401545521381707,-0.493185962971661,-0.352519202353874,-0.101333676846468,-0.331192355949671
"A37",1.4750129817759,-1.05256308715165,0.359200542947411,2.40187842206531,0.89464403516726,-0.371476728947087,-0.401545521381707,2.62805403553222,0.573050670306214,0.844861439464939,1.29186402962474
"A38",-0.143166887812617,-0.569659267624277,-0.502413730189355,-0.512087558541172,0.412663508205553,-0.371476728947087,-0.258622539194998,1.80396445570349,0.398725759882041,0.533750555851928,0.210386500106387
"A39",-0.749984338908311,-1.05256308715165,-0.76552452083383,-0.7979513098032,-0.000163290974690662,-0.371476728947087,-0.401545521381707,-0.659993679996506,-0.419647302188854,-0.467110038717063,-0.485489124143511
"A40",0.665923046981641,0.87905219095783,-0.752011911924405,-0.438316267892906,-1.49709701456735,-0.371476728947087,0.455992371738549,0.658871209795407,-0.151377743520171,-0.17046942876047,-0.0688038408904535
"A41",1.17160425622805,-1.05256308715165,0.19835088099107,0.373167929238012,0.771005552164039,-0.371476728947087,0.0272234251784208,-0.318380204212864,-0.304818356217906,-0.279800385275637,-0.151132787984808
"A42",-0.0420306459633345,-0.569659267624277,-0.764474948668994,-0.846824789857676,-1.53761131973225,-0.371476728947087,-0.973237450128544,-0.593728529844384,-0.21656311798525,-0.40038599907913,-0.406520542236682
"A43",-1.45793803185329,-0.569659267624277,-0.0817299989189236,-0.844058366458366,-0.998351947537413,-0.371476728947087,-0.401545521381707,-0.721838183023948,-0.382527371013956,-0.213880249729728,-0.262024839173121
"A44",-0.345439371511182,1.12050410072151,-0.764452452212777,-0.862501189120432,-1.54110393224646,-0.371476728947087,-0.401545521381707,-0.801006604053284,-0.44008061009728,-0.537853598815112,-0.507891558727009
"A45",0.0591055958859474,-1.05256308715165,1.49527158193975,2.06990761414811,1.21736143148075,-0.371476728947087,-0.115699557008288,-0.566655557590342,-0.338746667142253,-0.455855381428737,-0.358075277449868
"A46",NA,-0.569659267624277,1.1240800543482,0.244068170603548,0.562147323813967,-0.371476728947087,-1.97369832543551,-0.73526150395404,-0.393489892744113,-0.499266202397994,-0.415481516070081
"A47",1.67728546547446,-1.05256308715165,2.98003769230598,2.25433584076878,1.30677231184466,-0.371476728947087,-0.401545521381707,-0.53186607112458,-0.144508821676592,-0.329642438981081,-0.151412818417101
"A48",-0.851120580757594,0.637600281194145,-0.76528369627002,-0.879653014196154,-1.53691279722941,-0.371476728947087,-0.401545521381707,-0.618142286227016,-0.392934828352712,-0.459874901888853,-0.474287906851762
"A49",-0.648848097059029,-0.569659267624277,0.262465781211429,-0.659630139837702,0.145129389616664,-0.371476728947087,-1.68785236106209,-0.78425017460014,-0.425718318969796,-0.518559900606553,-0.474007876419469
"A50",-0.345439371511182,-1.05256308715165,0.0521239155762137,0.963338254424135,0.96798889796578,-0.371476728947087,-0.687391485755126,1.24400288885646,0.0952789954083604,0.362518984250968,0.587867522838324
"A51",-0.143166887812617,0.637600281194145,-0.153718658815468,-0.106345459975712,-1.47823690699059,0.662392239568299,-0.544468503568416,-0.536590634968142,-0.258401096487052,-0.446208532324457,-0.409880907424206
"A52",NA,1.60340792024888,1.22531410732771,1.79326527421712,1.42761670483651,0.662392239568299,0.0272234251784208,1.72004664320658,0.348527123984771,0.147072687588728,0.290475203742391
"A53",0.362514321433794,-0.569659267624277,-0.197586748439925,-0.678072962499769,-0.654678876138631,-0.371476728947087,1.59937622923222,1.22144854417184,1.0058968210251,0.196914741294171,0.499377906233508
"A54",NA,-0.569659267624277,-0.762529005206166,-0.716198335654243,-1.53900836473794,-0.371476728947087,-0.401545521381707,-0.821227152081164,-0.441502962600243,-0.545892639735345,-0.511251923914534
"A55",NA,0.637600281194145,-0.67462410253562,-0.512087558541172,-1.09265248542122,-0.371476728947087,-0.258622539194998,-0.564143534061264,-0.349743880396872,-0.479972504189435,-0.288067669376438
"A56",2.28410291657016,-0.811111177387962,1.3490446165249,2.16212172745845,0.944239132869116,-0.371476728947087,-0.115699557008288,0.378810512457114,0.135382397687036,0.0578393333741428,0.697359421865169
"A57",-0.648848097059029,-1.05256308715165,-0.230206609955547,0.0411971213208182,0.855526775008049,-0.371476728947087,-0.401545521381707,0.123596946545517,-0.133442225373047,-0.0884712113740951,0.345081138039667
"A58",-0.446575613360464,-0.811111177387962,0.674150929994793,0.0411971213208182,0.161195407182054,-0.371476728947087,-0.973237450128544,-0.641884810060578,-0.289380627832084,-0.455855381428737,-0.414361394340906
"A59",NA,2.32776364953994,-0.60027331473622,-0.844058366458366,-1.54040540974362,-0.371476728947087,-1.68785236106209,-0.821965995570612,-0.441502962600243,-0.545088735643321,-0.51097189348224
"A60",-0.244303129661899,-1.05256308715165,-0.197586748439925,0.225625347941482,0.822696217374425,3.76399914511446,0.17014640736513,-0.0869182508186186,-0.291774343019998,-0.266937919803264,-0.201818296229971
"A61",0.463650563283077,0.87905219095783,-0.236955546820848,-0.143231105299845,0.486008371004074,-0.371476728947087,1.02768430048539,-0.504200561022565,-0.30197365121198,-0.438973395496248,-0.359195399179043
"A62",0.767059288830924,-1.05256308715165,-0.281948459256188,-0.512087558541172,0.265275260105669,-0.371476728947087,-0.401545521381707,0.251333963689749,0.0690175113902312,-0.220311482465914,0.253791217111914
"A63",NA,0.87905219095783,-0.73806410906945,-0.788729898472167,-1.28195208369169,-0.371476728947087,-0.401545521381707,-0.0137729670385399,-0.201749837039753,-0.357779082201896,-0.197897870177859
"A64",NA,-1.05256308715165,0.674150929994793,0.612924623844874,0.694866599354147,-0.371476728947087,-0.401545521381707,-0.209478265006789,1.15489691859163,0.212992823134637,1.43383945879766
"A65",NA,-1.05256308715165,-0.764171246510056,-0.41987344523084,-1.52364086967539,-0.371476728947087,-0.687391485755126,-0.758778584094604,-0.436750223748878,-0.532226270170949,-0.50873165002389
"A66",-3.37952662698965,-1.05256308715165,-0.608147074412405,-0.585858849189437,-0.268395932066423,-0.371476728947087,-0.401545521381707,0.42090397556068,-0.0536170275847842,1.15114889852581,1.61557920935628
"A67",0.0591055958859474,0.637600281194145,0.161231728231914,-0.567416026527371,-0.471665980393751,-0.371476728947087,-1.11616043231525,0.163590258668279,-0.18794261030367,-0.106961005490631,-0.256704260959541
"A68",NA,0.637600281194145,-0.765528907642792,-0.836681237393539,-0.000163290974690662,-0.371476728947087,-0.401545521381707,-0.55195583077599,-0.249069076406633,-0.39073914997485,-0.417441729096137
"A69",-1.66021051555185,0.396148371430461,-0.765594484812667,-0.875411164983878,-1.54110393224646,-0.371476728947087,-0.401545521381707,-0.81627958297196,-0.441086664306693,-0.542677023367251,-0.510691863049946
"A70",NA,-1.05256308715165,0.662902701885958,-0.143231105299845,0.673212401766012,-0.371476728947087,-0.258622539194998,-0.569680315890225,-0.360324795357942,-0.411640656367456,-0.424162459471186
"A71",0.564786805132359,-1.05256308715165,1.94520070629316,2.43876406738944,1.21456734146938,-0.371476728947087,-0.401545521381707,-0.699571351092351,-0.319319413443241,-0.437365587312201,-0.381317803330247
"A72",NA,0.637600281194145,-0.761707884554221,-0.604301671851503,-1.49709701456735,-0.371476728947087,-0.401545521381707,-0.783707513675398,-0.421069654691818,-0.514540380146436,-0.491369763221679
"A73",0.665923046981641,0.87905219095783,-0.356186764774499,-0.41987344523084,0.565639936328182,-0.371476728947087,3.45737499765944,-0.497087446744321,-0.292051875215698,-0.410836752275433,-0.368156373012442
"A74",NA,0.637600281194145,-0.648640695604211,-0.788729898472167,-0.813942006786847,-0.371476728947087,-0.401545521381707,-0.67500087033317,-0.425440786774096,-0.51534428423846,-0.49893058489361
"A75",0.463650563283077,1.60340792024888,0.494179280253432,1.79326527421712,1.20478802642957,-0.371476728947087,1.45645324704551,-0.761455090632734,-0.410835654975374,-0.509716955594297,-0.486609245872686
"A76",0.0591055958859474,-0.811111177387962,-0.18971298876374,0.0411971213208182,0.687881374325716,1.69626120808369,-0.544468503568416,-0.149746548447371,-0.209416663945971,-0.0924907318342115,-0.214139635250895
"A77",NA,0.637600281194145,-0.720516873219667,-0.788729898472167,-1.36507626153002,-0.371476728947087,-0.401545521381707,-0.724052275064932,-0.418849397126216,-0.50569743513418,-0.498650554461316
"A78",NA,-1.05256308715165,-0.275199522390887,0.33628228391388,0.632698096601115,-0.371476728947087,0.313069389551839,-0.501252502346849,-0.187005939143182,-0.117411758686933,0.134218222522495
"A79",NA,0.637600281194145,0.921611948389164,-0.548973203865304,0.747255787067376,-0.371476728947087,-0.115699557008288,-0.256820553835869,-0.139131635384901,-0.306329220312405,-0.317190834334985
"A80",NA,-0.811111177387962,0.516675736471102,1.46129446629993,-1.52783200469245,1.69626120808369,-0.115699557008288,0.0147198349634502,0.0278386718532175,-0.254879358422915,-0.1693347660839
"A81",1.4750129817759,1.12050410072151,-0.402304500020723,-0.724180019154934,0.38891374310889,-0.371476728947087,-0.544468503568416,0.525294602479404,-0.00730384242731731,-0.109372717766701,0.0964141141628422
"A82",NA,1.12050410072151,-0.175090292222255,-0.637498752643223,-0.0553465686992918,-0.371476728947087,-0.401545521381707,-0.688217589963483,-0.410662197353061,-0.451031956876597,-0.402880146616863
"A83",-0.547711855209746,-1.05256308715165,0.370448771056246,1.42440882097579,0.948430267886175,-0.371476728947087,0.455992371738549,2.20527905686697,0.989453038429866,2.51858975905742,4.55085820065907
"A84",0.564786805132359,-1.05256308715165,0.262465781211429,0.0411971213208182,0.615235034030039,-0.371476728947087,-0.401545521381707,-0.741570158879388,-0.417427044623253,-0.530618461986902,-0.500890797919666
"A85",NA,0.637600281194145,-0.76522070619261,-0.869878318185258,-0.000163290974690662,-0.371476728947087,-0.401545521381707,0.374849398051792,6.05122398970753,1.98238572967789,6.46682641841272
"A86",-2.06475548294898,2.32776364953994,-0.194212280007274,-0.788729898472167,-0.103544621395462,-0.371476728947087,-0.973237450128544,1.7760537728144,0.606250459216848,1.18250115811472,0.868177985564339
"A87",0.767059288830924,0.637600281194145,0.0903678911462529,0.13341123463115,0.764020327135609,-0.371476728947087,1.59937622923222,-0.373319745988341,-0.308877264580021,-0.143940593723702,-0.325031686439209
"A88",-1.45793803185329,2.32776364953994,-0.400054854398956,-0.788729898472167,0.459464515896038,-0.371476728947087,-0.401545521381707,-0.79966480398079,-0.429499695136211,-0.509716955594297,-0.487449337169567
"A89",NA,1.60340792024888,0.171355133529865,1.55350857961026,-1.52084677966402,-0.371476728947087,0.741838336111967,-0.551763195014715,-0.339926178973979,-0.44701243641648,-0.447965046216153
"A90",-0.547711855209746,1.60340792024888,-0.0997271638930597,0.0411971213208182,1.12934759612253,1.69626120808369,-0.401545521381707,-0.353583779979042,-0.368026313788622,-0.155999155104051,-0.335952873298664
"A91",-0.851120580757594,-1.05256308715165,-0.504663375811122,0.963338254424135,0.31347331280184,-0.371476728947087,-0.401545521381707,-0.744227601349084,-0.387314801389784,-0.460678805980876,-0.43648379849211
"A92",NA,-1.05256308715165,0.741640298647803,-0.41987344523084,0.316965925316055,-0.371476728947087,-0.401545521381707,1.04545837474274,0.511750746580938,0.239521658171405,0.103414874970185
"A93",-0.0420306459633345,1.60340792024888,0.719143842430133,1.01866672241033,1.21456734146938,0.662392239568299,0.17014640736513,0.030351041028525,-0.102323927930165,0.0200558410490484,-0.18893689634446
"A94",-0.244303129661899,-1.05256308715165,-0.106476100758361,0.963338254424135,0.81221837983178,-0.371476728947087,0.598915353925258,-0.0904001034105029,-0.0346754552282472,0.319912067373734,0.69819951316205
"A95",NA,0.87905219095783,-0.730865243079795,-0.788729898472167,-1.28404765120022,-0.371476728947087,-0.258622539194998,-0.621412217313976,-0.364904076586995,-0.396366478619013,-0.334272690704902
"A96",1.07046801437877,0.637600281194145,-0.765201584204825,-0.788729898472167,-0.000163290974690662,-0.371476728947087,-0.401545521381707,-0.639668722942665,-0.329969711453235,-0.474345175545272,-0.390278777163646
"A97",-0.749984338908311,-1.05256308715165,-0.647515872793327,-0.235445218610177,0.193327442312835,-0.371476728947087,2.02814517579235,-0.054619285386142,-0.230231578623484,-0.215488057913774,-0.237662191563568
"A98",1.07046801437877,0.87905219095783,-0.179589583465789,-0.512087558541172,-0.0211189660599822,-0.371476728947087,-1.11616043231525,0.00672334495599854,0.140482051783027,-0.0916868277421883,0.881339415882144
"A99",-1.05339306445616,-0.569659267624277,-0.763642579788941,-0.327659331920508,-1.50198667208725,-0.371476728947087,-0.401545521381707,0.00307612265420492,-0.225895138065669,-0.220311482465914,-0.210499239631077
"A100",NA,-1.05256308715165,-0.572152744464133,0.871124141113803,0.465052695918782,-0.371476728947087,-0.401545521381707,-0.817868772583676,-0.440462216866368,-0.541873119275228,-0.509851771753065
"A101",NA,0.637600281194145,-0.332565485745946,-0.143231105299845,0.595676403950433,-0.371476728947087,-0.401545521381707,-0.211740682244502,-0.336595792625577,-0.209860729269611,-0.44096428540881
"A102",NA,1.12050410072151,-0.610396720034172,0.317839461251813,0.4783246234728,0.662392239568299,-0.401545521381707,0.334842785416169,0.20944880241452,-0.0418447740367446,0.271713164778712
"A103",-0.952256822606876,0.87905219095783,-0.0941030498386422,-0.475201913217039,0.733983859513358,-0.371476728947087,-0.115699557008288,-0.613939545838047,-0.337428389212677,-0.284623809827777,-0.11892928827103
"A104",-0.648848097059029,-0.569659267624277,-0.765395053728297,-0.7702870758101,-1.52433939217823,-0.371476728947087,-0.401545521381707,-0.28524574489748,-0.12150834095794,-0.39797428680306,-0.406800572668976
"A105",NA,0.637600281194145,-0.269575408336469,-0.641187317175636,-1.53062609470382,-0.371476728947087,2.45691412235248,0.102708712771998,-0.113425215758172,-0.296682371208126,-0.26342499133459
"A106",-0.345439371511182,-1.05256308715165,0.238844502182876,0.00431147599668557,-1.52853052719529,1.69626120808369,0.455992371738549,-0.480694121292291,-0.338503826471015,-0.436561683220178,-0.40484035964292
"A107",-1.66021051555185,0.637600281194145,0.184853007260467,-0.512087558541172,0.877180972596183,-0.371476728947087,-0.401545521381707,-0.0629106034286866,-0.175210820825924,-0.00325737761962686,-0.307669799636998
"A108",-0.547711855209746,-1.05256308715165,1.3827893008514,1.42440882097579,1.14261952367654,-0.371476728947087,-0.401545521381707,0.929968913191657,0.505783804373384,2.21873353273273,1.87824775484779
"A109",-0.345439371511182,0.637600281194145,-0.473168337106384,-0.733401430485968,0.418950210731141,-0.371476728947087,-0.401545521381707,0.536387451880975,0.0626689624135897,-0.0209432676441391,-0.274346178194045
"A110",NA,-0.811111177387962,-0.736489357134213,-0.705737196492868,-0.435342810245912,-0.371476728947087,0.0272234251784208,-0.793264375516699,-0.431997484897512,-0.511324763778343,-0.425002550768067
"A111",0.362514321433794,-1.05256308715165,1.51776803815742,2.80762052063077,1.47721180253837,0.662392239568299,0.455992371738549,-0.737290497191038,-0.268392255532258,-0.358582986293919,-0.269305630412758
"A112",0.463650563283077,-0.569659267624277,-0.755228905163532,-0.844058366458366,-1.44051669183707,-0.371476728947087,-0.830314467941835,0.618087182183038,0.0487923526285808,0.16958200216538,0.308677181841483
"A113",0.160241837735229,-0.569659267624277,-0.464169754619316,-0.401430622568774,-1.53761131973225,-0.371476728947087,0.0272234251784208,0.406521022627642,0.0908384802771576,-0.115803950502887,-0.155333244469214
"A114",0.868195530680206,1.60340792024888,-0.200961216872575,0.0411971213208182,-1.53481722972088,-0.371476728947087,0.884761318298677,0.322003135325475,0.164557969760017,0.154307824416937,0.392966341961893
"A115",NA,1.60340792024888,-0.194212280007274,0.225625347941482,0.87648245009334,-0.371476728947087,0.313069389551839,-0.258694817773246,-0.304193908777581,-0.242016892950543,-0.356115064423812
"A116",-1.66021051555185,0.396148371430461,-0.765574575448914,-0.751844253148034,-0.000163290974690662,-0.371476728947087,-0.401545521381707,-0.749813816750846,-0.427626352815234,-0.504089626950134,-0.485489124143511
"A117",0.665923046981641,1.12050410072151,-0.64526622717156,-0.648564446240462,-0.978094794954964,-0.371476728947087,-0.544468503568416,-0.180763787790443,-0.235192466621625,-0.422895313655782,-0.351914607939406
"A118",NA,-1.05256308715165,0.381696999165081,0.13341123463115,0.717219319445124,-0.371476728947087,-0.401545521381707,0.745445799736365,0.108427083179656,-0.0844516909139787,0.039287905974923
"A119",-0.345439371511182,-1.05256308715165,-0.323566903258878,0.778910027803471,-1.48033247449912,1.69626120808369,-0.401545521381707,2.38097395491055,0.706300815766761,0.528123227207765,0.890300389715543
"A120",NA,-0.569659267624277,0.640406245668288,-0.659630139837702,0.673212401766012,-0.371476728947087,0.598915353925258,6.40950090129341,12.4133026608894,3.27425960555931,10.2315555501695
"A121",NA,0.637600281194145,-0.733902264669181,-0.659630139837702,-1.2414377785268,-0.371476728947087,-0.401545521381707,-0.820664762062344,-0.441572345649168,-0.545088735643321,-0.51097189348224
"A122",-0.345439371511182,1.12050410072151,-0.387681803479237,-0.41987344523084,-1.47125168196216,-0.371476728947087,-0.687391485755126,0.238826161394946,-0.277273285794664,-0.180920181956773,-0.294788399751487
"A123",NA,-0.569659267624277,-0.258327180227634,-0.41987344523084,-1.05283670275917,-0.371476728947087,0.455992371738549,-0.707009662910055,-0.365840747747483,-0.426110930023875,-0.353034729668581
"A124",NA,-0.569659267624277,-0.735027087480064,-0.512087558541172,-1.22118062594435,-0.371476728947087,1.02768430048539,-0.534061099097129,-0.32702093187392,-0.376268876318431,-0.353314760100875
"A125",NA,-0.811111177387962,2.10267589981685,3.72976165373408,1.16357519876184,4.79786811362984,0.0272234251784208,-0.0351714971555058,0.0492433424465936,-0.335269767625244,-0.0122376935671218
"A126",0.160241837735229,-0.569659267624277,-0.738289073631626,-0.585858849189437,-1.54040540974362,-0.371476728947087,-0.115699557008288,-0.817166505504597,-0.439699003328192,-0.545088735643321,-0.509011680456184
"A127",0.868195530680206,0.637600281194145,-0.155968304437235,-0.475201913217039,-0.130088476503498,-0.371476728947087,1.1706072826721,-0.817547565198075,-0.4321015594709,-0.536245790631065,-0.49669034143526
"A128",0.362514321433794,-0.811111177387962,3.02503060474132,1.42440882097579,1.35636740954652,1.69626120808369,-0.115699557008288,-0.0903180835811913,0.0676992334606553,-0.278996481183614,-0.181936135537117
"A129",-1.45793803185329,-0.569659267624277,-0.733902264669181,-0.659630139837702,-0.000163290974690662,-0.371476728947087,-0.401545521381707,-0.754414242474369,-0.41642099041384,-0.467913942809086,-0.479608485065343
"A130",1.67728546547446,0.87905219095783,0.259091312778779,-0.62274449451357,-1.02140319013123,-0.371476728947087,0.884761318298677,-0.147414525192349,-0.0341550823613094,-0.342504904453453,-0.1648542791672
"A131",NA,-1.05256308715165,-0.696895594191113,-0.0694598146515797,-1.48871474453324,-0.371476728947087,-0.401545521381707,0.558253495025017,0.020761600862863,0.471046036674112,0.449252458852931
"A132",1.07046801437877,1.12050410072151,-0.235830724009964,0.0411971213208182,0.554463576282693,-0.371476728947087,-0.115699557008288,-0.529134145782861,-0.274185740117499,-0.462286614164923,-0.405400420507507
"A133",-2.26702796664755,-1.05256308715165,-0.554155579489996,0.410053574562145,-0.0735081537732112,-0.371476728947087,-0.401545521381707,-0.646321196125478,-0.385996523460208,-0.0394330617606747,-0.383558046788597
"A134",1.37387673992662,1.60340792024888,2.13642058414335,0.225625347941482,1.09372294847753,-0.371476728947087,-0.687391485755126,-0.725696440129808,-0.37763586606474,-0.4614827100729,-0.430323128981648
"A135",-0.143166887812617,0.154696461666776,-0.698357863845262,-0.62274449451357,-0.257219572020934,-0.371476728947087,-0.115699557008288,-0.7385731099813,-0.433454528924938,-0.524187229250716,-0.499210615325904
"A136",NA,-1.05256308715165,0.381696999165081,-0.253888041272243,-1.42235510676315,-0.371476728947087,-0.115699557008288,-0.123343478691111,0.187038077611731,-0.374661068134385,0.259671856190082
"A137",-0.345439371511182,-0.569659267624277,0.11173952455304,0.410053574562145,0.610345376510137,-0.371476728947087,-0.401545521381707,-0.820686486233351,-0.440982589733305,-0.545088735643321,-0.511251923914534
"A138",NA,-1.05256308715165,-0.484416565215219,-0.604301671851503,0.39589896813732,-0.371476728947087,-0.401545521381707,-0.394009802120226,-0.334548992682288,-0.421287505471735,-0.352474668803994
"A139",-0.648848097059029,1.60340792024888,-0.0434860233488844,-0.106345459975712,0.850637117488147,-0.371476728947087,-0.401545521381707,-0.320058950611179,-0.336040728234176,-0.106961005490631,-0.356115064423812
"A140",0.665923046981641,0.637600281194145,-0.759863175144372,-0.879099729516292,-1.52922904969813,-0.371476728947087,-0.115699557008288,-0.551740805818065,-0.396299906225577,-0.426914834115898,-0.444324650596334
"A141",-0.446575613360464,0.637600281194145,0.178104070395166,-0.143231105299845,0.69556512185699,-0.371476728947087,-0.544468503568416,1.05675738209366,0.774955342678092,1.24922519775265,0.462973950035324
